order_id,customer_id,customer_name,customer_email,order_date,product_id,product_name,quantity,unit_price,order_status,country
10034,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-02-03,P1002,Wireless Mouse,4,25.5,COMPLETED,India
10035,C011,Maria Santos,maria.santos@example.com,2026-02-04,P1003,USB-C Hub,5,40.49,CANCELLED,UK
10036,C012,Omar Farouk,omar.farouk@example.com,2026-02-05,P1004,Monitor,1,221.0,RETURNED,Germany
10037,C001,John Smith,john@example.com,2026-02-06,P1005,Keyboard,2,45.0,PENDING,Canada
10038,C002,Priya Sharma,priya.sharma@example.com,2026-02-07,P1006,Webcam,3,60.49,COMPLETED,Australia
10039,C003,Carlos Rivera,carlos.rivera@example.com,2026-02-08,P1007,Headphones,4,90.0,CANCELLED,Japan
10040,C004,Amina Hassan,amina.hassan@example.com,2026-02-09,P1008,Desk Chair,5,175.0,RETURNED,Brazil
10041,C005,Wei Chen,wei.chen@example.com,2026-02-10,P1001,Laptop,1,750.5,PENDING,USA
10042,C006,Emma Wilson,emma.wilson@example.com,2026-02-11,P1002,Wireless Mouse,2,26.5,COMPLETED,India
10043,C007,Noah Patel,noah.patel@example.com,2026-02-12,P1003,USB-C Hub,3,39.99,CANCELLED,UK
10044,C008,Sofia Rossi,sofia.rossi@example.com,2026-02-13,P1004,Monitor,4,220.5,RETURNED,Germany
10045,C009,Liam O'Brien,liam.obrien@example.com,2026-02-14,P1005,Keyboard,5,46.0,PENDING,Canada
10046,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-02-15,P1006,Webcam,1,59.99,COMPLETED,Australia
10047,C011,Maria Santos,maria.santos@example.com,2026-02-16,P1007,Headphones,2,89.5,CANCELLED,Japan
10048,C012,Omar Farouk,omar.farouk@example.com,2026-02-17,P1008,Desk Chair,3,176.0,RETURNED,Brazil
10049,C001,John Smith,john@example.com,2026-02-18,P1001,Laptop,4,750.0,PENDING,USA
10050,C002,Priya Sharma,priya.sharma@example.com,2026-02-19,P1002,Wireless Mouse,5,26.0,COMPLETED,India
10051,C003,Carlos Rivera,carlos.rivera@example.com,2026-02-20,P1003,USB-C Hub,1,40.99,CANCELLED,UK
10052,C004,Amina Hassan,amina.hassan@example.com,2026-02-21,P1004,Monitor,2,220.0,RETURNED,Germany
10053,C005,Wei Chen,wei.chen@example.com,2026-02-22,P1005,Keyboard,3,45.5,PENDING,Canada
10054,C006,Emma Wilson,emma.wilson@example.com,2026-02-23,P1006,Webcam,4,60.99,COMPLETED,Australia
10055,C007,Noah Patel,noah.patel@example.com,2026-02-24,P1007,Headphones,5,89.0,CANCELLED,Japan
10056,C008,Sofia Rossi,sofia.rossi@example.com,2026-02-25,P1008,Desk Chair,1,175.5,RETURNED,Brazil
10057,C009,Liam O'Brien,liam.obrien@example.com,2026-02-26,P1001,Laptop,2,751.0,PENDING,USA
10058,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-02-27,P1002,Wireless Mouse,3,25.5,COMPLETED,India
10059,C011,Maria Santos,maria.santos@example.com,2026-02-28,P1003,USB-C Hub,4,40.49,CANCELLED,UK
10060,C012,Omar Farouk,omar.farouk@example.com,2026-03-01,P1004,Monitor,5,221.0,RETURNED,Germany
10061,C001,John Smith,john@example.com,2026-03-02,P1005,Keyboard,1,45.0,PENDING,Canada
10062,C002,Priya Sharma,priya.sharma@example.com,2026-03-03,P1006,Webcam,2,60.49,COMPLETED,Australia
10063,C003,Carlos Rivera,carlos.rivera@example.com,2026-03-04,P1007,Headphones,3,90.0,CANCELLED,Japan
10064,C004,Amina Hassan,amina.hassan@example.com,2026-03-05,P1008,Desk Chair,4,175.0,RETURNED,Brazil
10065,C005,Wei Chen,wei.chen@example.com,2026-03-06,P1001,Laptop,5,750.5,PENDING,USA
10066,C006,Emma Wilson,emma.wilson@example.com,2026-03-07,P1002,Wireless Mouse,1,26.5,COMPLETED,India
10067,C007,Noah Patel,noah.patel@example.com,2026-03-08,P1003,USB-C Hub,2,39.99,CANCELLED,UK
10068,C008,Sofia Rossi,sofia.rossi@example.com,2026-03-09,P1004,Monitor,3,220.5,RETURNED,Germany
10069,C009,Liam O'Brien,liam.obrien@example.com,2026-03-10,P1005,Keyboard,4,46.0,PENDING,Canada
10070,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-03-11,P1006,Webcam,5,59.99,COMPLETED,Australia
10071,C011,Maria Santos,maria.santos@example.com,2026-03-12,P1007,Headphones,1,89.5,CANCELLED,Japan
10072,C012,Omar Farouk,omar.farouk@example.com,2026-03-13,P1008,Desk Chair,2,176.0,RETURNED,Brazil
10073,C001,John Smith,john@example.com,2026-03-14,P1001,Laptop,3,750.0,PENDING,USA
10074,C002,Priya Sharma,priya.sharma@example.com,2026-03-15,P1002,Wireless Mouse,4,26.0,COMPLETED,India
10075,C003,Carlos Rivera,carlos.rivera@example.com,2026-03-16,P1003,USB-C Hub,5,40.99,CANCELLED,UK
10076,C004,Amina Hassan,amina.hassan@example.com,2026-03-17,P1004,Monitor,1,220.0,RETURNED,Germany
10077,C005,Wei Chen,wei.chen@example.com,2026-03-18,P1005,Keyboard,2,45.5,PENDING,Canada
10078,C006,Emma Wilson,emma.wilson@example.com,2026-03-19,P1006,Webcam,3,60.99,COMPLETED,Australia
10079,C007,Noah Patel,noah.patel@example.com,2026-03-20,P1007,Headphones,4,89.0,CANCELLED,Japan
10080,C008,Sofia Rossi,sofia.rossi@example.com,2026-03-21,P1008,Desk Chair,5,175.5,RETURNED,Brazil
10081,C009,Liam O'Brien,liam.obrien@example.com,2026-03-22,P1001,Laptop,1,751.0,PENDING,USA
10082,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-03-23,P1002,Wireless Mouse,2,25.5,COMPLETED,India
10083,C011,Maria Santos,maria.santos@example.com,2026-03-24,P1003,USB-C Hub,3,40.49,CANCELLED,UK
10084,C012,Omar Farouk,omar.farouk@example.com,2026-03-25,P1004,Monitor,4,221.0,RETURNED,Germany
10085,C001,John Smith,john@example.com,2026-03-26,P1005,Keyboard,5,45.0,PENDING,Canada
10086,C002,Priya Sharma,priya.sharma@example.com,2026-03-27,P1006,Webcam,1,60.49,COMPLETED,Australia
10087,C003,Carlos Rivera,carlos.rivera@example.com,2026-03-28,P1007,Headphones,2,90.0,CANCELLED,Japan
10088,C004,Amina Hassan,amina.hassan@example.com,2026-03-29,P1008,Desk Chair,3,175.0,RETURNED,Brazil
10089,C005,Wei Chen,wei.chen@example.com,2026-03-30,P1001,Laptop,4,750.5,PENDING,USA
10090,C006,Emma Wilson,emma.wilson@example.com,2026-03-31,P1002,Wireless Mouse,5,26.5,COMPLETED,India
10091,C007,Noah Patel,noah.patel@example.com,2026-04-01,P1003,USB-C Hub,1,39.99,CANCELLED,UK
10092,C008,Sofia Rossi,sofia.rossi@example.com,2026-04-02,P1004,Monitor,2,220.5,RETURNED,Germany
10093,C009,Liam O'Brien,liam.obrien@example.com,2026-04-03,P1005,Keyboard,3,46.0,PENDING,Canada
10094,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-04-04,P1006,Webcam,4,59.99,COMPLETED,Australia
10095,C011,Maria Santos,maria.santos@example.com,2026-04-05,P1007,Headphones,5,89.5,CANCELLED,Japan
10096,C012,Omar Farouk,omar.farouk@example.com,2026-04-06,P1008,Desk Chair,1,176.0,RETURNED,Brazil
10097,C001,John Smith,john@example.com,2026-04-07,P1001,Laptop,2,750.0,PENDING,USA
10098,C002,Priya Sharma,priya.sharma@example.com,2026-04-08,P1002,Wireless Mouse,3,26.0,COMPLETED,India
10099,C003,Carlos Rivera,carlos.rivera@example.com,2026-04-09,P1003,USB-C Hub,4,40.99,CANCELLED,UK
10100,C004,Amina Hassan,amina.hassan@example.com,2026-04-10,P1004,Monitor,5,220.0,RETURNED,Germany
10001,C005,Wei Chen,wei.chen@example.com,2026-04-11,P1005,Keyboard,1,45.5,PENDING,Canada
10002,C006,Emma Wilson,emma.wilson@example.com,2026-04-12,P1006,Webcam,2,60.99,COMPLETED,Australia
10003,C007,Noah Patel,noah.patel@example.com,2026-04-13,P1007,Headphones,3,89.0,CANCELLED,Japan
10004,C008,Sofia Rossi,sofia.rossi@example.com,2026-04-14,P1008,Desk Chair,4,175.5,RETURNED,Brazil
10005,C009,Liam O'Brien,liam.obrien@example.com,2026-04-15,P1001,Laptop,5,751.0,PENDING,USA
10006,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-04-16,P1002,Wireless Mouse,1,25.5,COMPLETED,India
10007,C011,Maria Santos,maria.santos@example.com,2026-04-17,P1003,USB-C Hub,2,40.49,CANCELLED,UK
10008,C012,Omar Farouk,omar.farouk@example.com,2026-04-18,P1004,Monitor,3,221.0,RETURNED,Germany
10009,C001,John Smith,john@example.com,2026-04-19,P1005,Keyboard,4,45.0,PENDING,Canada
10010,C002,Priya Sharma,priya.sharma@example.com,2026-04-20,P1006,Webcam,5,60.49,COMPLETED,Australia
10011,C003,Carlos Rivera,carlos.rivera@example.com,2026-04-21,P1007,Headphones,1,90.0,CANCELLED,Japan
10012,C004,Amina Hassan,amina.hassan@example.com,2026-04-22,P1008,Desk Chair,2,175.0,RETURNED,Brazil
10113,C005,Wei Chen,wei.chen@example.com,2026-04-23,P1001,Laptop,3,750.5,PENDING,USA
10114,C006,Emma Wilson,emma.wilson@example.com,2026-04-24,P1002,Wireless Mouse,4,26.5,COMPLETED,India
10115,C007,Noah Patel,noah.patel@example.com,2026-04-25,P1003,USB-C Hub,5,39.99,CANCELLED,UK
10116,C008,Sofia Rossi,sofia.rossi@example.com,2026-04-26,P1004,Monitor,1,220.5,RETURNED,Germany
10117,C009,Liam O'Brien,liam.obrien@example.com,2026-04-27,P1005,Keyboard,2,46.0,PENDING,Canada
10118,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-04-28,P1006,Webcam,3,59.99,COMPLETED,Australia
10119,C011,Maria Santos,maria.santos@example.com,2026-04-29,P1007,Headphones,4,89.5,CANCELLED,Japan
10120,C012,Omar Farouk,omar.farouk@example.com,2026-04-30,P1008,Desk Chair,5,176.0,RETURNED,Brazil
10121,C001,John Smith,john@example.com,2026-05-01,P1001,Laptop,1,750.0,PENDING,USA
10122,C002,Priya Sharma,priya.sharma@example.com,2026-05-02,P1002,Wireless Mouse,2,26.0,COMPLETED,India
10123,C003,Carlos Rivera,carlos.rivera@example.com,2026-05-03,P1003,USB-C Hub,3,40.99,CANCELLED,UK
10124,C004,Amina Hassan,amina.hassan@example.com,2026-05-04,P1004,Monitor,4,220.0,RETURNED,Germany
10125,C005,Wei Chen,wei.chen@example.com,2026-05-05,P1005,Keyboard,5,45.5,PENDING,Canada
10126,C006,Emma Wilson,emma.wilson@example.com,2026-05-06,P1006,Webcam,1,60.99,COMPLETED,Australia
10127,C007,Noah Patel,noah.patel@example.com,2026-05-07,P1007,Headphones,2,89.0,CANCELLED,Japan
10128,C008,Sofia Rossi,sofia.rossi@example.com,2026-05-08,P1008,Desk Chair,3,175.5,RETURNED,Brazil
10129,C009,Liam O'Brien,liam.obrien@example.com,2026-05-09,P1001,Laptop,4,751.0,PENDING,USA
10130,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-05-10,P1002,Wireless Mouse,5,25.5,COMPLETED,India
10131,C011,Maria Santos,maria.santos@example.com,2026-05-11,P1003,USB-C Hub,1,40.49,CANCELLED,UK
10132,C012,Omar Farouk,omar.farouk@example.com,2026-05-12,P1004,Monitor,2,221.0,RETURNED,Germany
10133,C001,John Smith,john@example.com,2026-05-13,P1005,Keyboard,3,45.0,PENDING,Canada
10134,C002,Priya Sharma,priya.sharma@example.com,2026-05-14,P1006,Webcam,4,60.49,COMPLETED,Australia
10135,C003,Carlos Rivera,carlos.rivera@example.com,2026-05-15,P1007,Headphones,5,90.0,CANCELLED,Japan
10136,C004,Amina Hassan,amina.hassan@example.com,2026-05-16,P1008,Desk Chair,1,175.0,RETURNED,Brazil
10137,C005,Wei Chen,wei.chen@example.com,2026-05-17,P1001,Laptop,2,750.5,PENDING,USA
10138,C006,Emma Wilson,emma.wilson@example.com,2026-05-18,P1002,Wireless Mouse,3,26.5,COMPLETED,India
10139,C007,Noah Patel,noah.patel@example.com,2026-05-19,P1003,USB-C Hub,4,39.99,CANCELLED,UK
10140,C008,Sofia Rossi,sofia.rossi@example.com,2026-05-20,P1004,Monitor,5,220.5,RETURNED,Germany
10141,C009,Liam O'Brien,liam.obrien@example.com,2026-05-21,P1005,Keyboard,1,46.0,PENDING,Canada
10142,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-05-22,P1006,Webcam,2,59.99,COMPLETED,Australia
10143,C011,Maria Santos,maria.santos@example.com,2026-05-23,P1007,Headphones,3,89.5,CANCELLED,Japan
10144,C012,Omar Farouk,omar.farouk@example.com,2026-05-24,P1008,Desk Chair,4,176.0,RETURNED,Brazil
10145,C001,John Smith,john@example.com,2026-05-25,P1001,Laptop,5,750.0,PENDING,USA
10146,C002,Priya Sharma,priya.sharma@example.com,2026-05-26,P1002,Wireless Mouse,1,26.0,COMPLETED,India
10147,C003,Carlos Rivera,carlos.rivera@example.com,2026-05-27,P1003,USB-C Hub,2,40.99,CANCELLED,UK
10148,C004,Amina Hassan,amina.hassan@example.com,2026-05-28,P1004,Monitor,3,220.0,RETURNED,Germany
10149,C005,Wei Chen,wei.chen@example.com,2026-05-29,P1005,Keyboard,4,45.5,PENDING,Canada
10150,C006,Emma Wilson,emma.wilson@example.com,2026-05-30,P1006,Webcam,5,60.99,COMPLETED,Australia
10151,C007,Noah Patel,noah.patel@example.com,2026-05-31,P1007,Headphones,1,89.0,CANCELLED,Japan
10152,C008,Sofia Rossi,sofia.rossi@example.com,2026-06-01,P1008,Desk Chair,2,175.5,RETURNED,Brazil
10153,C009,Liam O'Brien,liam.obrien@example.com,2026-06-02,P1001,Laptop,3,751.0,PENDING,USA
10154,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-06-03,P1002,Wireless Mouse,4,25.5,COMPLETED,India
10155,C011,Maria Santos,maria.santos@example.com,2026-06-04,P1003,USB-C Hub,5,40.49,CANCELLED,UK
10156,C012,Omar Farouk,omar.farouk@example.com,2026-06-05,P1004,Monitor,1,221.0,RETURNED,Germany
10157,C001,John Smith,john@example.com,2026-06-06,P1005,Keyboard,2,45.0,PENDING,Canada
10158,C002,Priya Sharma,priya.sharma@example.com,2026-06-07,P1006,Webcam,3,60.49,COMPLETED,Australia
10159,C003,Carlos Rivera,carlos.rivera@example.com,2026-06-08,P1007,Headphones,4,90.0,CANCELLED,Japan
10160,C004,Amina Hassan,amina.hassan@example.com,2026-06-09,P1008,Desk Chair,5,175.0,RETURNED,Brazil
10161,C005,Wei Chen,wei.chen@example.com,2026-06-10,P1001,Laptop,1,750.5,PENDING,USA
10162,C006,Emma Wilson,emma.wilson@example.com,2026-06-11,P1002,Wireless Mouse,2,26.5,COMPLETED,India
10163,C007,Noah Patel,noah.patel@example.com,2026-06-12,P1003,USB-C Hub,3,39.99,CANCELLED,UK
10164,C008,Sofia Rossi,sofia.rossi@example.com,2026-06-13,P1004,Monitor,4,220.5,RETURNED,Germany
10165,C009,Liam O'Brien,liam.obrien@example.com,2026-06-14,P1005,Keyboard,5,46.0,PENDING,Canada
10166,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-06-15,P1006,Webcam,1,59.99,COMPLETED,Australia
10167,C011,Maria Santos,maria.santos@example.com,2026-06-16,P1007,Headphones,2,89.5,CANCELLED,Japan
10168,C012,Omar Farouk,omar.farouk@example.com,2026-06-17,P1008,Desk Chair,3,176.0,RETURNED,Brazil
10169,C001,John Smith,john@example.com,2026-06-18,P1001,Laptop,4,750.0,PENDING,USA
10170,C002,Priya Sharma,priya.sharma@example.com,2026-06-19,P1002,Wireless Mouse,5,26.0,COMPLETED,India
10171,C003,Carlos Rivera,carlos.rivera@example.com,2026-06-20,P1003,USB-C Hub,1,40.99,CANCELLED,UK
10172,C004,Amina Hassan,amina.hassan@example.com,2026-06-21,P1004,Monitor,2,220.0,RETURNED,Germany
10173,C005,Wei Chen,wei.chen@example.com,2026-06-22,P1005,Keyboard,3,45.5,PENDING,Canada
10174,C006,Emma Wilson,emma.wilson@example.com,2026-06-23,P1006,Webcam,4,60.99,COMPLETED,Australia
10175,C007,Noah Patel,noah.patel@example.com,2026-06-24,P1007,Headphones,5,89.0,CANCELLED,Japan
10176,C008,Sofia Rossi,sofia.rossi@example.com,2026-06-25,P1008,Desk Chair,1,175.5,RETURNED,Brazil
10177,C009,Liam O'Brien,liam.obrien@example.com,2026-06-26,P1001,Laptop,2,751.0,PENDING,USA
10178,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-06-27,P1002,Wireless Mouse,3,25.5,COMPLETED,India
10179,C011,Maria Santos,maria.santos@example.com,2026-06-28,P1003,USB-C Hub,4,40.49,CANCELLED,UK
10180,C012,Omar Farouk,omar.farouk@example.com,2026-06-29,P1004,Monitor,5,221.0,RETURNED,Germany
10181,C001,John Smith,john@example.com,2026-06-30,P1005,Keyboard,1,45.0,PENDING,Canada
10182,C002,Priya Sharma,priya.sharma@example.com,2026-07-01,P1006,Webcam,2,60.49,COMPLETED,Australia
10183,C003,Carlos Rivera,carlos.rivera@example.com,2026-07-02,P1007,Headphones,3,90.0,CANCELLED,Japan
10184,C004,Amina Hassan,amina.hassan@example.com,2026-07-03,P1008,Desk Chair,4,175.0,RETURNED,Brazil
10185,C005,Wei Chen,wei.chen@example.com,2026-07-04,P1001,Laptop,5,750.5,PENDING,USA
10186,C006,Emma Wilson,emma.wilson@example.com,2026-07-05,P1002,Wireless Mouse,1,26.5,COMPLETED,India
10187,C007,Noah Patel,noah.patel@example.com,2026-07-06,P1003,USB-C Hub,2,39.99,CANCELLED,UK
10188,C008,Sofia Rossi,sofia.rossi@example.com,2026-07-07,P1004,Monitor,3,220.5,RETURNED,Germany
10189,C009,Liam O'Brien,liam.obrien@example.com,2026-07-08,P1005,Keyboard,4,46.0,PENDING,Canada
10190,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-07-09,P1006,Webcam,5,59.99,COMPLETED,Australia
10191,C011,Maria Santos,maria.santos@example.com,2026-07-10,P1007,Headphones,1,89.5,CANCELLED,Japan
10192,C012,Omar Farouk,omar.farouk@example.com,2026-07-11,P1008,Desk Chair,2,176.0,RETURNED,Brazil
10193,C001,John Smith,john@example.com,2026-07-12,P1001,Laptop,3,750.0,PENDING,USA
10194,C002,Priya Sharma,priya.sharma@example.com,2026-07-13,P1002,Wireless Mouse,4,26.0,COMPLETED,India
10195,C003,Carlos Rivera,carlos.rivera@example.com,2026-07-14,P1003,USB-C Hub,5,40.99,CANCELLED,UK
10196,C004,Amina Hassan,amina.hassan@example.com,2026-07-15,P1004,Monitor,1,220.0,RETURNED,Germany
10197,C005,Wei Chen,wei.chen@example.com,2026-07-16,P1005,Keyboard,2,45.5,PENDING,Canada
10198,C006,Emma Wilson,emma.wilson@example.com,2026-07-17,P1006,Webcam,3,60.99,COMPLETED,Australia
10199,C007,Noah Patel,noah.patel@example.com,2026-07-18,P1007,Headphones,4,89.0,CANCELLED,Japan
10200,C008,Sofia Rossi,sofia.rossi@example.com,2026-07-19,P1008,Desk Chair,5,175.5,RETURNED,Brazil
10201,C009, Liam O'Brien ,liam.obrien@example.com,2026-01-01,P1001,Laptop,1,751.0,PENDING,USA
10202,C010, Yuki Tanaka ,yuki.tanaka@example.com,2026-01-02,P1002,Wireless Mouse,2,25.5,COMPLETED,India
10203,C011, Maria Santos ,maria.santos@example.com,2026-01-03,P1003,USB-C Hub,3,40.49,CANCELLED,UK
10204,C012, Omar Farouk ,omar.farouk@example.com,2026-01-04,P1004,Monitor,4,221.0,RETURNED,Germany
10205,C001, John Smith ,john@example.com,2026-01-05,P1005,Keyboard,5,45.0,PENDING,Canada
10206,C002,Priya Sharma,priya.sharma@example.com,2026-01-06,P1006,Webcam,1,60.49,COMPLETED,Australia
10207,C003,Carlos Rivera,carlos.rivera@example.com,2026-01-07,P1007,Headphones,2,90.0,CANCELLED,Japan
10208,C004,Amina Hassan,amina.hassan@example.com,2026-01-08,P1008,Desk Chair,3,175.0,RETURNED,Brazil
10209,C005,Wei Chen,wei.chen@example.com,2026-01-09,P1001,Laptop,4,750.5,PENDING,USA
10210,C006,Emma Wilson,emma.wilson@example.com,2026-01-10,P1002,Wireless Mouse,5,26.5,COMPLETED,India
10211,C007,Noah Patel,noah.patel@example.com,2026-01-11,P1003,USB-C Hub,1,39.99,CANCELLED,UK
10212,C008,Sofia Rossi,sofia.rossi@example.com,2026-01-12,P1004,Monitor,2,220.5,RETURNED,Germany
10213,C009,Liam O'Brien,liam.obrien@example.com,2026-01-13,P1005,Keyboard,3,46.0,PENDING,Canada
10214,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-01-14,P1006,Webcam,4,59.99,COMPLETED,Australia
10215,C011,Maria Santos,maria.santos@example.com,2026-01-15,P1007,Headphones,5,89.5,CANCELLED,Japan
10216,C012,Omar Farouk,omar.farouk@example.com,2026-01-16,P1008,Desk Chair,1,176.0,RETURNED,Brazil
10217,C001,John Smith,john@example.com,2026-01-17,P1001,Laptop,2,750.0,PENDING,USA
10218,C002,Priya Sharma,priya.sharma@example.com,2026-01-18,P1002,Wireless Mouse,3,26.0,COMPLETED,India
10219,C003,Carlos Rivera,carlos.rivera@example.com,2026-01-19,P1003,USB-C Hub,4,40.99,CANCELLED,UK
10220,C004,Amina Hassan,amina.hassan@example.com,2026-01-20,P1004,Monitor,5,220.0,RETURNED,Germany
10221,C005,Wei Chen,wei.chen@example.com,2026-01-21,P1005,Keyboard,1,45.5,PENDING,Canada
10222,C006,Emma Wilson,emma.wilson@example.com,2026-01-22,P1006,Webcam,2,60.99,COMPLETED,Australia
10223,C007,Noah Patel,noah.patel@example.com,2026-01-23,P1007,Headphones,3,89.0,CANCELLED,Japan
10224,C008,Sofia Rossi,sofia.rossi@example.com,2026-01-24,P1008,Desk Chair,4,175.5,RETURNED,Brazil
10225,C009,Liam O'Brien,liam.obrien@example.com,2026-01-25,P1001,Laptop,5,751.0,PENDING,USA
10226,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-01-26,P1002,Wireless Mouse,1,25.5,COMPLETED,India
10227,C011,Maria Santos,maria.santos@example.com,2026-01-27,P1003,USB-C Hub,2,40.49,CANCELLED,UK
10228,C012,Omar Farouk,omar.farouk@example.com,2026-01-28,P1004,Monitor,3,221.0,RETURNED,Germany
10229,C001,John Smith,john@example.com,2026-01-29,P1005,Keyboard,4,45.0,PENDING,Canada
10230,C002,Priya Sharma,priya.sharma@example.com,2026-01-30,P1006,Webcam,5,60.49,COMPLETED,Australia
10231,C003,Carlos Rivera,carlos.rivera@example.com,2026-01-31,P1007,Headphones,1,90.0,CANCELLED,Japan
10232,C004,Amina Hassan,amina.hassan@example.com,2026-02-01,P1008,Desk Chair,2,175.0,RETURNED,Brazil
10233,C005,Wei Chen,wei.chen@example.com,2026-02-02,P1001,Laptop,3,750.5,PENDING,USA
10234,C006,Emma Wilson,emma.wilson@example.com,2026-02-03,P1002,Wireless Mouse,4,26.5,COMPLETED,India
10235,C007,Noah Patel,noah.patel@example.com,2026-02-04,P1003,USB-C Hub,5,39.99,CANCELLED,UK
10236,C008,Sofia Rossi,sofia.rossi@example.com,2026-02-05,P1004,Monitor,1,220.5,RETURNED,Germany
10237,C009,Liam O'Brien,liam.obrien@example.com,2026-02-06,P1005,Keyboard,2,46.0,PENDING,Canada
10238,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-02-07,P1006,Webcam,3,59.99,COMPLETED,Australia
10239,C011,Maria Santos,maria.santos@example.com,2026-02-08,P1007,Headphones,4,89.5,CANCELLED,Japan
10240,C012,Omar Farouk,omar.farouk@example.com,2026-02-09,P1008,Desk Chair,5,176.0,RETURNED,Brazil
10241,C001,John Smith,john@example.com,2026-02-10,P1001,Laptop,1,750.0,PENDING,USA
